# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248272263.325 	 3.57323240 	 -3.33283870 	 2.34080000 
1248272263.346 	 3.57322470 	 -3.33283680 	 2.34070000 
1248272263.377 	 3.57323800 	 -3.33286720 	 2.34080000 
1248272263.399 	 3.57324670 	 -3.33288070 	 2.34080000 
1248272263.424 	 3.57323740 	 -3.33292520 	 2.34100000 
1248272263.443 	 3.57322660 	 -3.33292540 	 2.34110000 
1248272263.472 	 3.57318870 	 -3.33289200 	 2.34110000 
1248272263.493 	 3.57319510 	 -3.33287860 	 2.34110000 
1248272263.523 	 3.57327090 	 -3.33284380 	 2.34070000 
1248272263.543 	 3.57327970 	 -3.33284260 	 2.34060000 
1248272263.580 	 3.57326960 	 -3.33285170 	 2.34060000 
1248272263.583 	 3.57325100 	 -3.33286010 	 2.34070000 
1248272263.621 	 3.57320570 	 -3.33288170 	 2.34100000 
1248272263.623 	 3.57321260 	 -3.33288130 	 2.34100000 
1248272263.668 	 3.57323840 	 -3.33288850 	 2.34100000 
1248272263.689 	 3.57323810 	 -3.33288160 	 2.34100000 
1248272263.717 	 3.57322100 	 -3.33287790 	 2.34100000 
1248272263.737 	 3.57321300 	 -3.33288740 	 2.34090000 
1248272263.768 	 3.57324940 	 -3.33287210 	 2.34090000 
1248272263.790 	 3.57326160 	 -3.33286500 	 2.34080000 
1248272263.815 	 3.57325420 	 -3.33283700 	 2.34070000 
1248272263.840 	 3.57324030 	 -3.33283660 	 2.34080000 
1248272263.868 	 3.57320580 	 -3.33287600 	 2.34090000 
1248272263.888 	 3.57321500 	 -3.33288900 	 2.34100000 
1248272263.922 	 3.57324580 	 -3.33292310 	 2.34090000 
1248272263.969 	 3.57319470 	 -3.33288210 	 2.34100000 
1248272263.990 	 3.57319100 	 -3.33287180 	 2.34100000 
1248272264.016 	 3.57322850 	 -3.33286160 	 2.34090000 
1248272264.037 	 3.57324310 	 -3.33286370 	 2.34080000 
1248272264.068 	 3.57325570 	 -3.33286080 	 2.34070000 
1248272264.090 	 3.57324140 	 -3.33285650 	 2.34080000 
1248272264.117 	 3.57321500 	 -3.33285500 	 2.34090000 
1248272264.137 	 3.57321310 	 -3.33286020 	 2.34090000 
1248272264.169 	 3.57323130 	 -3.33288730 	 2.34090000 
1248272264.192 	 3.57323070 	 -3.33289400 	 2.34090000 
1248272264.215 	 3.57321540 	 -3.33290400 	 2.34110000 
1248272264.236 	 3.57320330 	 -3.33289680 	 2.34100000 
1248272264.266 	 3.57322030 	 -3.33286860 	 2.34090000 
1248272264.288 	 3.57323400 	 -3.33286020 	 2.34080000 
1248272264.319 	 3.57327890 	 -3.33285110 	 2.34070000 
1248272264.340 	 3.57327190 	 -3.33285390 	 2.34070000 
1248272264.369 	 3.57320750 	 -3.33288860 	 2.34100000 
1248272264.390 	 3.57320390 	 -3.33290050 	 2.34100000 
1248272264.416 	 3.57323680 	 -3.33291240 	 2.34100000 
1248272264.436 	 3.57325270 	 -3.33289630 	 2.34100000 
1248272264.467 	 3.57321990 	 -3.33284730 	 2.34080000 
1248272264.488 	 3.57321020 	 -3.33283980 	 2.34090000 
1248272264.519 	 3.57322130 	 -3.33285250 	 2.34090000 
1248272264.540 	 3.57323710 	 -3.33286000 	 2.34090000 
1248272264.567 	 3.57325830 	 -3.33289190 	 2.34070000 
1248272264.591 	 3.57325550 	 -3.33288920 	 2.34080000 
1248272264.623 	 3.57321560 	 -3.33285770 	 2.34090000 
1248272264.625 	 3.57321430 	 -3.33285160 	 2.34090000 
1248272264.667 	 3.57323660 	 -3.33288610 	 2.34090000 
1248272264.689 	 3.57324670 	 -3.33289860 	 2.34090000 
1248272264.714 	 3.57324500 	 -3.33290970 	 2.34100000 
1248272264.735 	 3.57323470 	 -3.33290300 	 2.34100000 
