# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248272263.325 	 0.62384390 	 -1.43234740 	 1.34640000 
1248272263.346 	 0.62382000 	 -1.43234340 	 1.34640000 
1248272263.377 	 0.62389490 	 -1.43232190 	 1.34670000 
1248272263.399 	 0.62389290 	 -1.43233160 	 1.34650000 
1248272263.424 	 0.62382600 	 -1.43236860 	 1.34630000 
1248272263.443 	 0.62381700 	 -1.43237610 	 1.34630000 
1248272263.472 	 0.62380860 	 -1.43234030 	 1.34640000 
1248272263.493 	 0.62383150 	 -1.43234660 	 1.34640000 
1248272263.523 	 0.62390690 	 -1.43231700 	 1.34630000 
1248272263.543 	 0.62390050 	 -1.43231850 	 1.34630000 
1248272263.580 	 0.62383260 	 -1.43234450 	 1.34630000 
1248272263.583 	 0.62380490 	 -1.43234560 	 1.34630000 
1248272263.621 	 0.62383750 	 -1.43234690 	 1.34670000 
1248272263.623 	 0.62385520 	 -1.43235280 	 1.34660000 
1248272263.668 	 0.62386390 	 -1.43233800 	 1.34620000 
1248272263.689 	 0.62384890 	 -1.43233050 	 1.34630000 
1248272263.717 	 0.62386800 	 -1.43231920 	 1.34680000 
1248272263.737 	 0.62387450 	 -1.43232270 	 1.34700000 
1248272263.768 	 0.62385710 	 -1.43236210 	 1.34630000 
1248272263.790 	 0.62386070 	 -1.43235970 	 1.34620000 
1248272263.815 	 0.62382220 	 -1.43232060 	 1.34620000 
1248272263.840 	 0.62381580 	 -1.43231360 	 1.34630000 
1248272263.868 	 0.62387830 	 -1.43230180 	 1.34720000 
1248272263.888 	 0.62387500 	 -1.43232760 	 1.34700000 
1248272263.922 	 0.62385320 	 -1.43239520 	 1.34600000 
1248272263.969 	 0.62379830 	 -1.43231690 	 1.34650000 
1248272263.990 	 0.62380620 	 -1.43232310 	 1.34650000 
1248272264.016 	 0.62392720 	 -1.43233140 	 1.34680000 
1248272264.037 	 0.62395020 	 -1.43235830 	 1.34660000 
1248272264.068 	 0.62383010 	 -1.43236850 	 1.34610000 
1248272264.090 	 0.62381610 	 -1.43235810 	 1.34610000 
1248272264.117 	 0.62380200 	 -1.43232310 	 1.34650000 
1248272264.137 	 0.62380160 	 -1.43231990 	 1.34650000 
1248272264.169 	 0.62386520 	 -1.43236150 	 1.34630000 
1248272264.192 	 0.62389240 	 -1.43234900 	 1.34670000 
1248272264.215 	 0.62387740 	 -1.43234900 	 1.34650000 
1248272264.236 	 0.62386040 	 -1.43235350 	 1.34640000 
1248272264.266 	 0.62378340 	 -1.43232540 	 1.34620000 
1248272264.288 	 0.62381530 	 -1.43231780 	 1.34610000 
1248272264.319 	 0.62385560 	 -1.43232360 	 1.34630000 
1248272264.340 	 0.62386540 	 -1.43232600 	 1.34640000 
1248272264.369 	 0.62381530 	 -1.43236430 	 1.34640000 
1248272264.390 	 0.62378920 	 -1.43235890 	 1.34630000 
1248272264.416 	 0.62386770 	 -1.43234390 	 1.34630000 
1248272264.436 	 0.62387760 	 -1.43233140 	 1.34640000 
1248272264.467 	 0.62390460 	 -1.43232200 	 1.34680000 
1248272264.488 	 0.62389820 	 -1.43233090 	 1.34680000 
1248272264.519 	 0.62387540 	 -1.43233400 	 1.34660000 
1248272264.540 	 0.62388920 	 -1.43235470 	 1.34640000 
1248272264.567 	 0.62383080 	 -1.43234230 	 1.34610000 
1248272264.591 	 0.62381940 	 -1.43232420 	 1.34620000 
1248272264.623 	 0.62387350 	 -1.43227000 	 1.34680000 
1248272264.625 	 0.62386830 	 -1.43227180 	 1.34680000 
1248272264.667 	 0.62385670 	 -1.43235980 	 1.34620000 
1248272264.689 	 0.62385690 	 -1.43236400 	 1.34610000 
1248272264.714 	 0.62385270 	 -1.43233000 	 1.34640000 
1248272264.735 	 0.62385710 	 -1.43232920 	 1.34640000 
1248272264.769 	 0.62379470 	 -1.43231260 	 1.34620000 
1248272264.791 	 0.62383440 	 -1.43232920 	 1.34620000 
1248272264.820 	 0.62389840 	 -1.43232750 	 1.34630000 
1248272264.841 	 0.62388700 	 -1.43232730 	 1.34630000 
1248272264.868 	 0.62379630 	 -1.43236780 	 1.34630000 
1248272264.889 	 0.62376440 	 -1.43235780 	 1.34620000 
1248272264.917 	 0.62390240 	 -1.43232350 	 1.34680000 
1248272264.939 	 0.62393340 	 -1.43230620 	 1.34690000 
1248272264.970 	 0.62385800 	 -1.43234050 	 1.34620000 
1248272264.991 	 0.62381770 	 -1.43235260 	 1.34610000 
1248272265.015 	 0.62381620 	 -1.43234220 	 1.34670000 
1248272265.040 	 0.62386220 	 -1.43235790 	 1.34660000 
1248272265.069 	 0.62388490 	 -1.43234690 	 1.34620000 
1248272265.089 	 0.62385750 	 -1.43234060 	 1.34620000 
1248272265.116 	 0.62375730 	 -1.43232800 	 1.34630000 
1248272265.136 	 0.62375490 	 -1.43232560 	 1.34630000 
1248272265.169 	 0.62390230 	 -1.43235560 	 1.34640000 
1248272265.192 	 0.62394140 	 -1.43233710 	 1.34670000 
1248272265.237 	 0.62383480 	 -1.43237060 	 1.34630000 
1248272265.240 	 0.62380570 	 -1.43237480 	 1.34610000 
1248272265.275 	 0.62379490 	 -1.43235030 	 1.34620000 
1248272265.296 	 0.62381540 	 -1.43233840 	 1.34630000 
1248272265.326 	 0.62387740 	 -1.43232570 	 1.34650000 
1248272265.347 	 0.62387800 	 -1.43234630 	 1.34650000 
1248272265.381 	 0.62380850 	 -1.43237590 	 1.34620000 
1248272265.383 	 0.62379160 	 -1.43237630 	 1.34620000 
1248272265.424 	 0.62384770 	 -1.43233350 	 1.34640000 
1248272265.444 	 0.62386590 	 -1.43232190 	 1.34640000 
1248272265.474 	 0.62383790 	 -1.43232420 	 1.34630000 
1248272265.496 	 0.62380400 	 -1.43233580 	 1.34630000 
1248272265.527 	 0.62380290 	 -1.43239580 	 1.34630000 
1248272265.548 	 0.62382840 	 -1.43240010 	 1.34630000 
1248272265.578 	 0.62387900 	 -1.43235280 	 1.34630000 
1248272265.599 	 0.62385380 	 -1.43233920 	 1.34640000 
1248272265.625 	 0.62376540 	 -1.43232300 	 1.34620000 
1248272265.646 	 0.62376550 	 -1.43233130 	 1.34620000 
1248272265.687 	 0.62392740 	 -1.43231310 	 1.34680000 
1248272265.723 	 0.62381600 	 -1.43234400 	 1.34620000 
1248272265.743 	 0.62377390 	 -1.43234130 	 1.34610000 
1248272265.772 	 0.62381230 	 -1.43232020 	 1.34620000 
1248272265.793 	 0.62383550 	 -1.43231420 	 1.34630000 
1248272265.826 	 0.62387770 	 -1.43232540 	 1.34650000 
1248272265.848 	 0.62386460 	 -1.43233750 	 1.34640000 
1248272265.882 	 0.62380990 	 -1.43235020 	 1.34670000 
1248272265.884 	 0.62382400 	 -1.43233840 	 1.34680000 
1248272265.926 	 0.62381360 	 -1.43231490 	 1.34630000 
1248272265.946 	 0.62381650 	 -1.43231500 	 1.34620000 
1248272265.977 	 0.62388330 	 -1.43234090 	 1.34630000 
1248272265.999 	 0.62389100 	 -1.43234950 	 1.34640000 
1248272266.025 	 0.62386040 	 -1.43238930 	 1.34630000 
1248272266.044 	 0.62384920 	 -1.43239140 	 1.34630000 
1248272266.075 	 0.62385790 	 -1.43233920 	 1.34630000 
1248272266.095 	 0.62386980 	 -1.43232110 	 1.34640000 
1248272266.127 	 0.62383010 	 -1.43233970 	 1.34640000 
1248272266.148 	 0.62385180 	 -1.43233300 	 1.34670000 
1248272266.178 	 0.62389710 	 -1.43232320 	 1.34710000 
1248272266.200 	 0.62390070 	 -1.43232510 	 1.34680000 
1248272266.226 	 0.62384560 	 -1.43235430 	 1.34590000 
1248272266.345 	 0.62381570 	 -1.43235000 	 1.34600000 
1248272266.362 	 0.62386040 	 -1.43231010 	 1.34650000 
1248272266.364 	 0.62383950 	 -1.43235180 	 1.34630000 
1248272266.419 	 0.62392470 	 -1.43229080 	 1.34730000 
1248272266.468 	 0.62386460 	 -1.43234030 	 1.34600000 
1248272266.507 	 0.62384000 	 -1.43234930 	 1.34590000 
1248272266.530 	 0.62384170 	 -1.43234390 	 1.34650000 
1248272266.578 	 0.62386170 	 -1.43235220 	 1.34650000 
1248272266.608 	 0.62391070 	 -1.43234590 	 1.34630000 
1248272266.610 	 0.62389320 	 -1.43235300 	 1.34630000 
1248272266.666 	 0.62377240 	 -1.43235770 	 1.34640000 
1248272266.670 	 0.62378900 	 -1.43235410 	 1.34650000 
1248272266.720 	 0.62391430 	 -1.43232490 	 1.34630000 
1248272266.724 	 0.62392260 	 -1.43232650 	 1.34620000 
1248272266.770 	 0.62380390 	 -1.43234290 	 1.34630000 
1248272266.772 	 0.62380130 	 -1.43234970 	 1.34630000 
1248272266.824 	 0.62386430 	 -1.43230820 	 1.34670000 
1248272266.826 	 0.62386140 	 -1.43231710 	 1.34650000 
1248272266.886 	 0.62381160 	 -1.43235470 	 1.34620000 
1248272266.889 	 0.62380490 	 -1.43236210 	 1.34630000 
1248272266.939 	 0.62387960 	 -1.43231430 	 1.34690000 
1248272266.941 	 0.62389980 	 -1.43230770 	 1.34680000 
1248272266.991 	 0.62384320 	 -1.43230930 	 1.34600000 
1248272267.009 	 0.62381860 	 -1.43231580 	 1.34600000 
1248272267.044 	 0.62385200 	 -1.43231140 	 1.34690000 
1248272267.063 	 0.62385270 	 -1.43232230 	 1.34670000 
1248272267.106 	 0.62388470 	 -1.43238810 	 1.34610000 
1248272267.108 	 0.62388990 	 -1.43238590 	 1.34610000 
1248272267.140 	 0.62380870 	 -1.43234600 	 1.34650000 
1248272267.160 	 0.62380150 	 -1.43234440 	 1.34650000 
1248272267.202 	 0.62391070 	 -1.43230590 	 1.34670000 
1248272267.204 	 0.62393200 	 -1.43231970 	 1.34660000 
1248272267.253 	 0.62390290 	 -1.43233080 	 1.34640000 
1248272267.255 	 0.62388850 	 -1.43231980 	 1.34670000 
1248272267.299 	 0.62379520 	 -1.43234750 	 1.34650000 
1248272267.301 	 0.62379590 	 -1.43234800 	 1.34640000 
1248272267.352 	 0.62382330 	 -1.43236320 	 1.34630000 
1248272267.354 	 0.62383320 	 -1.43235800 	 1.34640000 
1248272267.399 	 0.62383030 	 -1.43235000 	 1.34650000 
1248272267.433 	 0.62382660 	 -1.43234710 	 1.34640000 
1248272267.454 	 0.62382730 	 -1.43233060 	 1.34620000 
1248272267.456 	 0.62381970 	 -1.43232570 	 1.34620000 
1248272267.504 	 0.62387570 	 -1.43230100 	 1.34670000 
1248272267.537 	 0.62389000 	 -1.43229840 	 1.34700000 
1248272267.551 	 0.62383620 	 -1.43235990 	 1.34640000 
1248272267.572 	 0.62382350 	 -1.43237480 	 1.34620000 
1248272267.620 	 0.62388790 	 -1.43233880 	 1.34670000 
1248272267.655 	 0.62382450 	 -1.43233840 	 1.34620000 
1248272267.660 	 0.62379390 	 -1.43233040 	 1.34620000 
1248272267.709 	 0.62389130 	 -1.43233280 	 1.34630000 
1248272267.760 	 0.62390980 	 -1.43234880 	 1.34640000 
1248272267.762 	 0.62388550 	 -1.43234340 	 1.34640000 
1248272267.805 	 0.62382360 	 -1.43230430 	 1.34680000 
1248272267.811 	 0.62385440 	 -1.43229960 	 1.34700000 
1248272267.858 	 0.62386210 	 -1.43234470 	 1.34610000 
1248272267.899 	 0.62387720 	 -1.43235110 	 1.34610000 
1248272267.910 	 0.62381690 	 -1.43232700 	 1.34650000 
1248272267.955 	 0.62381710 	 -1.43232960 	 1.34650000 
1248272267.967 	 0.62389830 	 -1.43229280 	 1.34670000 
1248272267.995 	 0.62387250 	 -1.43229950 	 1.34650000 
1248272268.017 	 0.62382760 	 -1.43232570 	 1.34610000 
1248272268.030 	 0.62381680 	 -1.43232480 	 1.34620000 
1248272268.062 	 0.62388800 	 -1.43232570 	 1.34690000 
